,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
4527,(주)에스에스컴텍,36500,2014/12,1999/12/14,2017/05/11,4,  화학물질 및 화학제품 제조업; 의약품 제외,15.41,11.45,13.38,16.3,167.11,-7.6,-23.14,0.0,11.85,-5.96,-17.57,0.03,-3.81,7741.57,-594.0,133.64,86.13,28.3,17.63,169.07,-0.2,80.6,70.04,37.17,620.52,0.64,1.58,2.11,3.48,3.15,3.16,115.44,104.77,115.91,0.01,0.29,0.54,2.33,0.92,1.24,17727.85,8.07,30.13,49.7,13.54,84.22,15.78,-44.04
4528,(주)에스에스컴텍,36500,2015/12,1999/12/14,2017/05/11,4,  화학물질 및 화학제품 제조업; 의약품 제외,-40.87,-73.86,-75.4,-26.1,-90.31,-58.65,-86.14,0.0,4.74,-379.91,-122.53,-2.88,-39.45,879.94,0.0,114.6,109.26,3.2,11.15,378.85,-2.22,59.68,87.54,20.88,208.22,0.1,0.33,0.44,0.6,0.78,0.68,536.78,603.35,465.9,0.0,1.41,0.08,0.48,0.14,0.17,-8428.97,-6.49,-54.31,-237.98,-46.45,0.0,0.0,0.0
4529,(주)에스에스컴텍,36500,2016/12,1999/12/14,2017/05/11,4,  화학물질 및 화학제품 제조업; 의약품 제외,-73.87,-85.43,-46.4,-77.79,-18.87,-97.73,189.47,0.0,4.9,-101.3,-479.44,-16.13,-64.96,1861.55,-2080.0,82.94,68.82,5.21,-15.31,1999.63,999999999.0,536.89,74.43,4.76,2.8,0.64,3.66,4.22,10.95,6.63,9.31,39.18,33.34,55.03,0.02,0.12,0.39,5.91,0.76,0.81,-52948.82,-156.04,-2340.96,0.0,-100.8,0.0,0.0,0.0
4548,(주)에스에이티,158300,2011/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,(주)에스에이티,158300,2012/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,(주)에스에이티,158300,2013/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,(주)에스에이티,158300,2014/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,(주)에스에이티,158300,2015/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,-29.42,-43.97,-13.52,-13.51,3874.65,-1138.0,133.05,127.79,7.15,15.07,217.39,-19.61,124.77,60.69,31.51,517.56,0.46,1.46,1.17,19.15,1.04,2.01,181.64,19.06,350.77,0.01,0.06,0.43,1.4,0.76,0.79,-1124.74,-4.15,-15.21,-146.16,-9.04,0.0,0.0,0.0
4557,(주)에스에이티,158300,2016/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,24.79,24.27,19.91,27.95,-36.94,35.12,95.47,0.0,19.39,11.28,29.02,3.96,9.01,7573.59,0.0,157.38,154.31,8.2,22.69,198.38,5.06,112.72,62.22,33.51,699.34,0.8,2.45,2.08,45.91,1.87,3.63,100.68,7.95,195.38,0.01,0.02,0.77,2.44,1.3,1.34,5416.61,16.03,53.21,844.07,22.28,38.06,61.94,50.62
4560,(주)에스에이티,158300,2017/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,18.4,29.83,21.35,16.61,1.75,13.29,5.08,-135.13,19.05,-4.01,-8.32,1.61,-2.78,7958.06,-310.0,134.43,132.15,0.74,15.7,212.72,2.1,121.07,61.28,31.98,792.3,0.69,2.12,1.81,61.83,1.81,2.94,124.17,5.9,202.13,0.01,0.02,0.66,2.02,1.12,1.14,1726.55,4.31,13.88,629.96,6.76,114.23,-14.23,-59.35
4562,(주)에스에이티,158300,2018/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,14.28,2.23,6.66,19.09,2169.15,-12.77,54.64,0.0,19.73,5.64,15.69,5.3,5.19,12306.18,582.0,115.77,78.28,2.56,8.7,301.16,5.56,144.96,63.86,24.93,691.11,0.92,3.27,2.47,8.0,2.46,3.14,116.27,45.61,148.41,0.01,0.14,0.81,2.73,1.47,1.8,5907.76,12.92,48.29,2357.11,14.96,43.06,56.94,37.69
4564,(주)에스에이티,158300,2019/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,-15.62,9.54,1.11,-25.09,-60.28,1.45,-5.12,0.0,14.13,-1.1,4.11,-0.15,-0.98,11675.78,143.1,111.99,92.77,18.92,6.07,223.81,-0.31,140.21,56.7,30.88,701.15,0.89,3.21,2.26,5.67,2.39,3.45,105.91,64.34,152.73,0.01,0.22,0.78,2.44,1.47,1.98,3755.39,9.73,23.92,6483.98,10.02,87.27,12.73,-11.02
4565,(주)에스에이티,158300,2020/12,2013/07/01,2021/12/09,4,  기타 기계 및 장비 제조업,43.95,41.34,40.24,46.79,186.26,24.84,-3.52,0.0,23.05,6.33,22.04,5.56,4.86,11028.17,850.0,109.66,72.94,20.91,5.1,277.47,10.68,159.23,57.82,26.49,849.83,0.77,2.72,1.8,4.98,2.61,3.22,113.19,73.23,139.83,0.01,0.23,0.7,1.87,1.34,1.83,6088.94,10.96,31.71,2861.96,16.84,48.64,51.36,37.57
4568,(주)에스에프씨,112240,2011/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,(주)에스에프씨,112240,2012/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,(주)에스에프씨,112240,2013/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.65,7.39,8.77,7.97,6.65,4399.69,325.0,327.29,176.29,33.98,54.35,31.88,18.74,28.66,78.27,75.82,741.23,0.9,1.19,4.14,2.49,3.03,10.62,34.38,146.43,120.41,0.0,0.0,0.88,4.62,1.15,2.14,11623.42,14.44,74.55,298.0,16.05,33.05,66.95,46.05
4571,(주)에스에프씨,112240,2014/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,-6.42,8.0,6.57,-10.03,-28.64,0.02,-23.47,-56.75,15.21,4.18,3.79,2.46,2.97,3367.28,143.0,402.84,255.43,64.86,56.57,23.4,6.35,30.54,75.25,81.04,741.35,0.71,0.91,3.07,2.23,2.26,12.19,29.94,163.93,161.72,0.0,0.0,0.72,3.4,0.93,1.59,8188.96,10.87,48.39,182.21,14.77,47.42,52.58,28.27
4572,(주)에스에프씨,112240,2015/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,-8.15,-3.99,-0.52,-10.67,-27.57,1.6,-7.96,-44.28,16.86,2.53,2.1,-0.59,1.79,3099.25,81.0,786.37,553.07,104.54,63.89,11.54,-2.33,29.9,73.2,89.65,753.24,0.71,0.83,2.75,2.85,2.11,18.63,19.59,127.89,172.7,0.0,0.0,0.8,3.08,0.95,1.43,6651.17,9.62,41.5,187.39,13.03,54.15,45.85,19.39
4573,(주)에스에프씨,112240,2016/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,41.61,23.36,109.64,16.7,-36.03,21.67,-7.11,43.74,12.19,3.91,2.7,0.52,2.22,2879.0,76.0,329.95,276.29,107.33,42.04,29.82,1.73,51.51,60.32,77.03,519.84,0.57,0.69,1.65,3.85,1.99,12.12,30.1,94.82,183.28,0.0,0.0,0.71,2.61,0.86,1.11,7753.2,7.92,52.86,231.48,16.36,51.77,48.23,23.91
4574,(주)에스에프씨,112240,2017/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,23.09,-42.33,25.48,21.52,96.64,-2.36,-5.87,-955.06,12.89,-35.67,-21.26,-1.11,-14.57,1537.04,-540.0,164.62,121.3,1.65,23.38,63.57,-1.99,66.16,59.55,61.14,430.14,0.41,0.6,1.02,3.13,1.93,9.46,38.59,116.59,189.12,0.0,0.0,0.46,2.82,0.68,0.87,-13610.85,-11.29,-117.77,-498.68,-30.51,0.0,0.0,0.0
4575,(주)에스에프씨,112240,2018/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,14.95,25.52,47.65,-7.26,-11.4,28.92,-20.39,0.0,8.08,-16.7,-7.03,-6.54,-4.58,810.81,-174.0,160.39,120.07,9.94,18.09,46.0,-4.04,75.86,48.04,68.49,431.84,0.27,0.42,0.59,1.99,2.02,10.84,33.68,183.09,180.36,0.0,0.0,0.32,2.73,0.51,0.69,4705.78,3.4,41.68,174.8,13.25,120.84,-20.84,-126.07
4576,(주)에스에프씨,112240,2019/12,2011/11/30,2020/06/30,4,  고무 및 플라스틱제품 제조업,-29.4,-21.06,-22.84,-36.49,-76.4,-28.16,2.51,0.0,11.61,-24.78,-10.94,-5.8,-7.63,827.78,-214.0,147.73,133.93,4.47,13.96,43.42,-4.51,81.44,43.22,69.73,310.25,0.31,0.45,0.57,3.52,3.05,17.67,20.66,103.71,119.49,0.0,0.0,0.41,2.81,0.67,0.83,-1224.01,-1.25,-11.01,-42.19,-3.36,0.0,0.0,0.0
4646,(주)에스와이이노베이션,194860,2012/12,2014/04/25,2017/04/12,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4647,(주)에스와이이노베이션,194860,2013/12,2014/04/25,2017/04/12,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4648,(주)에스와이이노베이션,194860,2014/12,2014/04/25,2017/04/12,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4649,(주)에스와이이노베이션,194860,2015/12,2014/04/25,2017/04/12,4,  고무 및 플라스틱제품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,(주)에스와이제이,251540,2015/12,2017/05/02,2018/09/07,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,(주)에스와이제이,251540,2016/12,2017/05/02,2018/09/07,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652,(주)에스와이제이,251540,2017/12,2017/05/02,2018/09/07,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,(주)에스제이케이,80440,2011/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65,-4.82,-8.29,-0.77,-3.64,7386.33,0.0,83.61,59.16,3.76,-7.01,98.7,-0.47,127.68,35.74,50.33,951.5,0.75,1.5,1.17,7.22,6.14,12.13,30.08,50.54,59.41,0.01,0.81,0.96,2.55,2.11,2.98,11598.26,9.38,31.73,2376.26,12.43,93.67,6.33,-38.78
4659,(주)에스제이케이,80440,2012/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,-19.98,-28.47,-6.47,-12.87,5322.11,0.0,66.57,41.84,5.69,-16.59,126.77,-2.73,151.88,33.03,44.1,627.44,0.64,1.46,0.96,5.25,7.36,11.04,33.05,69.51,49.56,0.01,0.64,0.78,2.09,1.95,3.1,2344.04,1.98,6.41,274.34,3.07,480.24,-380.24,-651.11
4660,(주)에스제이케이,80440,2013/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,-19.62,-24.48,-18.02,-22.87,-18.89,-43.71,1.12,0.0,4.06,-27.91,-52.34,-8.11,-20.15,4757.15,-1317.0,53.03,32.32,1.32,-28.07,225.74,-3.51,222.5,31.69,30.7,353.18,0.72,1.89,1.07,5.86,7.65,8.47,43.1,62.25,47.7,0.01,0.2,0.83,2.41,2.23,3.59,-6136.67,-6.44,-22.21,-781.54,-7.95,0.0,0.0,0.0
4661,(주)에스제이케이,80440,2014/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,-17.17,-7.9,-17.1,-17.33,-21.29,-54.25,-28.45,0.0,3.98,-32.3,-78.09,-8.96,-20.49,3311.02,-977.0,43.14,27.1,1.47,-41.68,547.61,-3.45,442.76,31.63,15.44,154.65,0.63,2.67,0.93,5.24,6.73,4.26,85.62,69.62,54.2,0.03,0.13,0.65,2.08,2.0,3.24,-5380.88,-6.82,-21.15,-1018.28,-9.74,0.0,0.0,0.0
4662,(주)에스제이케이,80440,2015/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,-17.29,-12.7,-8.97,-35.29,-46.9,22.3,-23.89,0.0,6.05,-9.35,-15.8,-8.08,-5.45,2315.52,-127.0,35.85,24.91,2.24,-44.29,387.23,-2.83,366.64,24.75,20.52,148.73,0.58,3.29,0.82,5.92,6.96,4.06,89.83,61.69,52.46,0.04,0.11,0.58,1.77,2.05,3.13,6188.7,9.48,27.87,2020.73,14.71,100.67,-0.67,-63.53
4663,(주)에스제이케이,80440,2016/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,-26.35,-7.97,-15.45,-59.5,-67.19,-6.75,-69.31,0.0,8.54,-65.7,-47.39,-10.63,-14.96,462.51,-303.0,24.15,18.18,3.95,-42.75,222.21,-4.5,278.36,13.61,31.04,101.59,0.23,0.91,0.28,3.94,3.88,3.2,114.12,92.59,94.14,0.01,0.22,0.27,0.61,1.14,1.6,-929.69,-1.93,-4.55,-827.4,-7.2,0.0,0.0,0.0
4664,(주)에스제이케이,80440,2017/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,-5.33,-0.46,3.16,-59.22,-46.39,-10.92,-32.05,0.0,18.85,-85.26,-52.88,-10.37,-15.98,288.61,-240.0,9.36,6.32,0.48,-56.78,242.54,-4.81,322.45,5.86,29.19,78.29,0.19,0.62,0.21,7.06,8.67,5.86,62.3,51.72,42.12,0.03,0.1,0.27,0.43,1.9,2.61,-2766.54,-6.08,-13.6,-2779.77,-31.54,0.0,0.0,0.0
4665,(주)에스제이케이,80440,2018/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,30.97,8.43,13.42,312.76,45.37,-1.97,-28.42,0.0,3.02,-173.19,-82.41,-15.38,-20.68,174.76,0.0,27.42,24.28,1.63,-48.91,356.42,-3.62,372.08,18.48,21.91,341.84,0.12,0.48,0.14,5.9,6.07,4.58,79.62,61.87,60.09,0.02,0.14,0.15,0.3,0.92,1.09,-5260.57,-8.82,-23.85,-1512.93,-83.79,0.0,0.0,0.0
4666,(주)에스제이케이,80440,2019/12,2005/05/13,2021/09/13,4,  도매 및 상품 중개업,-7.18,7.85,1.28,-44.46,-30.15,1.66,-34.3,0.0,-0.63,-264.81,-82.93,-9.41,-19.0,445.12,-1087.0,17.48,14.97,0.8,-52.18,316.75,-1.58,370.67,11.06,24.0,199.31,0.07,0.31,0.08,3.85,4.09,2.03,180.12,94.77,89.21,0.26,0.17,0.09,0.18,0.48,0.55,2013.97,3.64,8.46,6763.26,48.83,126.41,-26.41,-542.37
4767,(주)에이디모터스,38120,2011/12,2000/08/24,2013/01/30,4,  자동차 및 트레일러 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,(주)에이제이에스,13340,2011/12,1989/09/06,2014/09/02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,(주)에이제이에스,13340,2012/12,1989/09/06,2014/09/02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,(주)에이제이에스,13340,2013/12,1989/09/06,2014/09/02,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,(주)에이치디,102210,2011/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,(주)에이치디,102210,2012/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,(주)에이치디,102210,2013/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,(주)에이치디,102210,2014/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,(주)에이치디,102210,2015/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.06,7.92,6.77,7.12,3.93,11945.44,787.0,151.05,115.27,17.0,21.28,102.56,5.41,75.0,62.97,49.37,2260.03,0.5,1.0,1.34,3.33,5.75,8.72,41.85,109.74,63.52,0.01,2.84,0.47,1.88,0.79,1.03,30122.61,12.3,48.0,461.42,24.79,55.31,44.69,31.95
4843,(주)에이치디,102210,2016/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,-4.64,1.06,0.64,-7.74,-59.7,0.75,-14.93,-77.88,14.16,2.21,1.49,3.9,0.96,10162.31,173.0,157.51,141.21,12.8,22.24,91.02,2.92,74.64,60.92,52.35,2276.95,0.43,0.85,1.14,4.03,6.98,10.41,35.05,90.49,52.29,0.01,1.66,0.42,1.59,0.7,0.84,20762.19,8.89,33.93,371.05,20.08,73.02,26.98,11.02
4844,(주)에이치디,102210,2017/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,-4.12,-2.76,-11.37,0.53,-43.79,-2.3,-59.69,-203.28,8.05,-4.82,-1.55,0.59,-0.88,4096.76,-178.0,153.03,144.18,12.62,22.14,87.52,-0.67,67.74,63.88,53.33,2224.59,0.18,0.34,0.48,3.62,6.71,8.22,44.42,100.71,54.36,0.01,0.47,0.18,0.65,0.29,0.32,7939.08,3.54,12.55,93.91,19.05,116.28,-16.28,-25.28
4845,(주)에이치디,102210,2018/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,-3.28,-2.31,0.08,-5.18,58.89,10.69,-9.86,0.0,2.76,-20.34,-6.3,-2.2,-3.47,2548.87,-119.0,168.67,152.32,25.65,25.5,72.93,-3.09,64.64,62.62,57.83,1699.64,0.17,0.31,0.46,3.51,13.52,8.21,44.48,104.08,27.0,0.01,0.11,0.17,0.6,0.27,0.29,3510.83,1.62,5.67,45.32,9.35,268.37,-168.37,-217.67
4846,(주)에이치디,102210,2019/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,-32.22,-29.8,-31.54,-32.62,-32.27,-10.76,0.56,0.0,7.22,-35.51,-11.32,-0.28,-7.38,512.62,-188.0,262.85,237.24,7.94,38.57,31.35,-2.69,49.58,62.25,76.13,1516.76,0.21,0.32,0.55,3.43,24.22,8.29,44.05,106.55,15.07,0.01,0.05,0.22,0.72,0.33,0.37,899.49,0.61,2.07,14.49,2.38,619.28,-519.28,-1491.52
4847,(주)에이치디,102210,2020/12,2009/05/21,2021/04/19,4,  기타 운송장비 제조업,-12.87,-15.06,-20.37,-8.32,-0.77,-16.06,-8.7,0.0,7.64,-52.11,-17.48,-0.24,-13.08,468.03,-252.0,250.2,223.81,5.21,39.32,36.35,-3.65,47.04,65.5,73.34,1273.1,0.25,0.34,0.69,3.89,24.14,10.19,35.82,93.89,15.12,0.01,0.06,0.28,0.86,0.39,0.44,-9415.0,-7.36,-25.48,-212.64,-27.3,0.0,0.0,0.0
4882,(주)에이치앤아이,103650,2011/12,2013/12/26,2016/07/14,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,(주)에이치앤아이,103650,2012/12,2013/12/26,2016/07/14,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,(주)에이치앤아이,103650,2013/12,2013/12/26,2016/07/14,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,(주)에이치앤아이,103650,2014/12,2013/12/26,2016/07/14,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,(주)에이치앤아이,103650,2015/12,2013/12/26,2016/07/14,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,(주)에이팸,73070,2011/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,2.18,4.66,4.83,3.15,5822.81,127.0,163.94,62.87,11.51,17.18,48.2,14.6,82.92,44.04,67.48,544.59,1.44,2.14,2.58,5.31,15.63,9.63,37.9,68.68,23.35,0.02,0.09,2.03,4.46,3.28,8.54,18213.91,31.13,96.75,399.76,21.57,78.64,21.36,10.11
4968,(주)에이팸,73070,2012/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.51,11.15,2.46,8.46,4600.48,299.0,255.8,164.84,19.44,31.09,31.85,7.38,64.54,51.05,75.84,536.92,1.3,1.71,2.66,7.16,10.86,14.05,25.97,50.98,33.61,0.02,0.25,1.83,3.42,2.55,3.95,21160.45,41.23,109.58,475.4,31.72,67.59,32.41,20.52
4969,(주)에이팸,73070,2013/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,2.98,-3.54,-3.92,9.59,15.82,3.09,-11.39,-53.16,9.99,3.44,5.14,4.1,3.9,4076.27,140.0,265.16,165.51,19.55,33.84,31.71,22.54,60.15,54.33,75.93,553.5,1.13,1.5,2.4,5.88,8.06,10.45,34.92,62.09,45.26,0.01,0.29,1.56,3.08,2.15,3.4,16614.86,31.44,89.98,425.02,28.11,77.02,22.98,12.24
4970,(주)에이팸,73070,2014/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,17.63,-0.44,-16.79,46.57,57.52,6.63,21.84,204.2,11.98,8.59,14.92,6.45,10.76,4966.51,427.0,231.06,137.74,31.94,38.4,45.3,61.42,46.94,67.7,68.82,590.17,1.25,1.74,3.26,5.18,5.84,8.43,43.31,70.42,62.55,0.01,0.39,1.44,3.83,2.03,3.35,23599.57,37.96,129.34,577.88,32.77,62.13,37.87,26.21
4971,(주)에이팸,73070,2015/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,-2.55,-4.42,-1.01,-3.28,-21.25,5.7,29.68,-42.1,12.07,3.84,8.14,7.62,5.84,6440.74,247.0,281.97,189.24,38.38,43.36,33.96,118.88,43.96,67.19,74.65,623.82,1.52,2.12,4.67,6.15,5.76,9.52,38.34,59.37,63.42,0.01,0.42,1.62,5.09,2.26,3.56,24489.59,40.42,136.74,618.54,26.22,74.4,25.6,14.63
4972,(주)에이팸,73070,2016/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,11.05,-7.32,-4.6,18.7,-18.47,7.67,-12.53,47.31,14.87,6.46,11.24,8.37,8.25,5633.53,364.0,275.34,213.15,52.24,45.73,38.17,1292.27,38.95,71.81,72.37,671.64,1.28,1.74,4.21,6.72,5.01,9.11,40.07,54.29,72.84,0.01,0.38,1.35,4.73,1.84,2.52,24284.7,36.09,146.31,737.23,29.73,68.11,31.89,21.73
4973,(주)에이팸,73070,2017/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,82.23,-2.62,-0.08,114.54,5.73,55.51,0.78,49.87,19.55,9.61,12.71,8.46,8.33,5677.69,98.0,228.47,203.04,90.48,47.54,61.92,19.28,25.03,84.54,61.76,865.32,0.87,1.32,4.34,7.33,4.44,9.46,38.57,49.77,82.29,0.01,0.43,0.77,5.02,1.08,1.27,29252.01,23.86,180.99,1043.79,35.53,62.86,37.14,27.03
4974,(주)에이팸,73070,2018/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,13.96,20.92,210.02,-21.89,8.33,2.91,-7.44,-104.17,20.65,-1.57,-0.43,0.8,-0.91,870.81,-4.0,141.9,120.0,46.78,17.11,78.44,-0.43,75.03,57.95,56.04,890.5,0.58,0.99,1.96,6.34,4.82,9.83,37.14,57.57,75.67,0.01,0.75,0.53,4.27,0.83,0.95,20724.5,14.83,117.91,835.1,27.2,85.63,14.37,-5.77
4975,(주)에이팸,73070,2019/12,2004/01/28,2021/06/04,4,  자동차 및 트레일러 제조업,-14.37,3.93,15.34,-35.93,-25.62,-41.98,-33.61,0.0,13.97,-113.97,-92.9,-5.86,-44.46,577.04,-647.0,73.86,60.63,12.06,-15.34,165.44,-3.12,150.35,43.36,37.67,450.44,0.39,0.82,0.8,4.64,4.66,7.73,47.21,78.63,78.34,0.01,0.64,0.39,2.54,0.76,0.91,-39307.97,-32.85,-226.93,-1398.0,-77.7,0.0,0.0,0.0
